IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.156.205,443,0,true,SIN,Asia Pacific,Singapore,80,0.05
47.245.31.153,8880,0,false,NRT,Asia Pacific,Tokyo,74,0.05
47.245.59.167,2095,0,false,NRT,Asia Pacific,Tokyo,89,0.05
47.245.59.167,8880,0,false,NRT,Asia Pacific,Tokyo,77,0.05
47.74.6.55,2086,0,false,NRT,Asia Pacific,Tokyo,73,0.05
47.245.37.56,8880,0,false,NRT,Asia Pacific,Tokyo,74,0.05
8.219.153.253,8880,0,false,SIN,Asia Pacific,Singapore,10,0.05
47.245.37.56,8080,0,false,NRT,Asia Pacific,Tokyo,74,0.05
47.245.37.56,2086,0,false,NRT,Asia Pacific,Tokyo,76,0.05
47.245.14.74,8880,0,false,NRT,Asia Pacific,Tokyo,81,0.05
47.245.37.56,2052,0,false,NRT,Asia Pacific,Tokyo,73,0.05
47.245.39.116,2052,0,false,NRT,Asia Pacific,Tokyo,85,0.05
47.74.54.182,2095,0,false,NRT,Asia Pacific,Tokyo,83,0.05
47.245.39.116,2082,0,false,NRT,Asia Pacific,Tokyo,90,0.05
47.245.55.202,2086,0,false,NRT,Asia Pacific,Tokyo,79,0.05
47.245.14.74,8080,0,false,NRT,Asia Pacific,Tokyo,77,0.05
47.245.59.167,2086,0,false,NRT,Asia Pacific,Tokyo,73,0.05
47.74.43.143,8080,0,false,NRT,Asia Pacific,Tokyo,70,0.05
8.222.212.255,443,0,true,SIN,Asia Pacific,Singapore,3,0.05
47.91.1.94,2052,0,false,NRT,Asia Pacific,Tokyo,84,0.05
47.245.39.116,2052,0,false,NRT,Asia Pacific,Tokyo,77,0.05
47.245.55.202,8080,0,false,NRT,Asia Pacific,Tokyo,76,0.05
8.222.212.255,2096,0,true,SIN,Asia Pacific,Singapore,141,0.05
47.245.55.202,2082,0,false,NRT,Asia Pacific,Tokyo,80,0.05
47.245.39.116,2086,0,false,NRT,Asia Pacific,Tokyo,79,0.05
47.245.39.116,2082,0,false,NRT,Asia Pacific,Tokyo,83,0.05
47.236.99.59,80,0,false,SIN,Asia Pacific,Singapore,59,0.05
8.222.145.43,2053,0,true,SIN,Asia Pacific,Singapore,81,0.05
47.74.6.55,2052,0,false,NRT,Asia Pacific,Tokyo,71,0.05
47.245.55.202,8080,0,false,NRT,Asia Pacific,Tokyo,77,0.05
47.245.52.197,8880,0,false,NRT,Asia Pacific,Tokyo,79,0.05
47.245.59.167,2095,0,false,NRT,Asia Pacific,Tokyo,77,0.05
47.74.6.55,2082,0,false,NRT,Asia Pacific,Tokyo,72,0.05
47.74.53.112,2052,0,false,NRT,Asia Pacific,Tokyo,75,0.05
47.91.22.66,2095,0,false,NRT,Asia Pacific,Tokyo,81,0.05
47.91.1.94,2086,0,false,NRT,Asia Pacific,Tokyo,81,0.05
47.245.31.153,8080,0,false,NRT,Asia Pacific,Tokyo,74,0.05
47.245.37.56,2086,0,false,NRT,Asia Pacific,Tokyo,72,0.05
47.74.53.112,8880,0,false,NRT,Asia Pacific,Tokyo,89,0.05
47.245.14.74,2052,0,false,NRT,Asia Pacific,Tokyo,73,0.05
47.91.1.94,8080,0,false,NRT,Asia Pacific,Tokyo,84,0.05
47.245.52.197,2052,0,false,NRT,Asia Pacific,Tokyo,77,0.05
47.245.52.197,2095,0,false,NRT,Asia Pacific,Tokyo,77,0.05
47.245.12.189,8080,0,false,NRT,Asia Pacific,Tokyo,77,0.05
47.245.31.153,2095,0,false,NRT,Asia Pacific,Tokyo,75,0.05
47.91.1.38,2052,0,false,NRT,Asia Pacific,Tokyo,121,0.05
47.245.59.167,8080,0,false,NRT,Asia Pacific,Tokyo,72,0.05
47.245.37.56,2082,0,false,NRT,Asia Pacific,Tokyo,73,0.05
47.91.22.66,2086,0,false,NRT,Asia Pacific,Tokyo,77,0.05
47.74.54.182,2052,0,false,NRT,Asia Pacific,Tokyo,79,0.05
47.245.55.202,2086,0,false,NRT,Asia Pacific,Tokyo,79,0.05
47.91.22.66,2082,0,false,NRT,Asia Pacific,Tokyo,85,0.05
47.74.6.55,2082,0,false,NRT,Asia Pacific,Tokyo,72,0.05
47.245.31.153,2052,0,false,NRT,Asia Pacific,Tokyo,78,0.05
8.219.51.227,2087,0,true,SIN,Asia Pacific,Singapore,74,0.05
47.74.6.55,2086,0,false,NRT,Asia Pacific,Tokyo,83,0.05
47.74.6.157,2052,0,false,NRT,Asia Pacific,Tokyo,85,0.05
47.245.37.56,2095,0,false,NRT,Asia Pacific,Tokyo,83,0.05
47.74.6.157,2095,0,false,NRT,Asia Pacific,Tokyo,114,0.05
47.245.39.116,8080,0,false,NRT,Asia Pacific,Tokyo,87,0.05
47.91.1.38,8080,0,false,NRT,Asia Pacific,Tokyo,72,0.05
47.91.22.66,8080,0,false,NRT,Asia Pacific,Tokyo,86,0.05
47.245.39.116,8880,0,false,NRT,Asia Pacific,Tokyo,77,0.05
47.245.14.74,2086,0,false,NRT,Asia Pacific,Tokyo,73,0.05
47.91.1.38,2086,0,false,NRT,Asia Pacific,Tokyo,74,0.05
47.74.6.55,8080,0,false,NRT,Asia Pacific,Tokyo,83,0.05
47.245.39.116,8080,0,false,NRT,Asia Pacific,Tokyo,87,0.05
47.245.59.167,2086,0,false,NRT,Asia Pacific,Tokyo,79,0.05
8.222.199.55,2087,0,true,SIN,Asia Pacific,Singapore,143,0.05
47.74.53.112,2095,0,false,NRT,Asia Pacific,Tokyo,74,0.05
47.74.6.157,2052,0,false,NRT,Asia Pacific,Tokyo,79,0.05
8.219.110.248,8443,0,true,SIN,Asia Pacific,Singapore,66,0.05
47.91.1.94,8880,0,false,NRT,Asia Pacific,Tokyo,94,0.05
47.74.6.55,8880,0,false,NRT,Asia Pacific,Tokyo,84,0.05
47.74.6.157,8080,0,false,NRT,Asia Pacific,Tokyo,78,0.05
47.245.107.174,2053,2053,true,SIN,Asia Pacific,Singapore,31,0.05
47.74.43.143,2095,0,false,NRT,Asia Pacific,Tokyo,77,0.05
47.74.6.157,8080,0,false,NRT,Asia Pacific,Tokyo,75,0.05
47.245.39.116,2086,0,false,NRT,Asia Pacific,Tokyo,80,0.05
47.236.28.170,80,0,false,SIN,Asia Pacific,Singapore,10,0.05
47.245.55.202,2095,0,false,NRT,Asia Pacific,Tokyo,78,0.05
47.245.52.197,2095,0,false,NRT,Asia Pacific,Tokyo,88,0.05
47.74.43.143,8880,0,false,NRT,Asia Pacific,Tokyo,70,0.05
47.74.43.143,2086,0,false,NRT,Asia Pacific,Tokyo,74,0.05
47.245.39.116,2095,0,false,NRT,Asia Pacific,Tokyo,93,0.05
47.245.55.202,2095,0,false,NRT,Asia Pacific,Tokyo,73,0.05
47.74.6.55,2095,0,false,NRT,Asia Pacific,Tokyo,291,0.05
47.74.54.182,2086,0,false,NRT,Asia Pacific,Tokyo,73,0.05
47.245.39.116,2095,0,false,NRT,Asia Pacific,Tokyo,82,0.05
47.74.6.55,8080,0,false,NRT,Asia Pacific,Tokyo,73,0.05
47.245.59.167,2082,0,false,NRT,Asia Pacific,Tokyo,91,0.05
47.245.39.116,8880,0,false,NRT,Asia Pacific,Tokyo,80,0.05
47.245.55.202,8880,0,false,NRT,Asia Pacific,Tokyo,84,0.05
47.245.52.197,2086,0,false,NRT,Asia Pacific,Tokyo,88,0.05
47.91.1.38,2082,0,false,NRT,Asia Pacific,Tokyo,83,0.05
47.245.52.197,8880,0,false,NRT,Asia Pacific,Tokyo,76,0.04
47.245.52.197,2086,0,false,NRT,Asia Pacific,Tokyo,88,0.04
47.245.55.202,2052,0,false,NRT,Asia Pacific,Tokyo,92,0.04
47.91.1.38,8880,0,false,NRT,Asia Pacific,Tokyo,73,0.04
47.74.6.157,8880,0,false,NRT,Asia Pacific,Tokyo,80,0.04
47.74.6.157,8880,0,false,NRT,Asia Pacific,Tokyo,80,0.04
47.245.55.202,2082,0,false,NRT,Asia Pacific,Tokyo,78,0.04
47.91.1.94,2082,0,false,NRT,Asia Pacific,Tokyo,78,0.04
47.245.55.202,2052,0,false,NRT,Asia Pacific,Tokyo,74,0.04
47.91.1.94,2095,0,false,NRT,Asia Pacific,Tokyo,85,0.04
8.219.56.244,2087,0,true,SIN,Asia Pacific,Singapore,131,0.04
47.245.52.197,2082,0,false,NRT,Asia Pacific,Tokyo,150,0.04
47.245.31.153,2086,0,false,NRT,Asia Pacific,Tokyo,75,0.04
47.245.59.167,8880,0,false,NRT,Asia Pacific,Tokyo,104,0.04
47.74.6.157,2086,0,false,NRT,Asia Pacific,Tokyo,80,0.04
47.245.59.167,8080,0,false,NRT,Asia Pacific,Tokyo,79,0.04
47.74.6.157,2095,0,false,NRT,Asia Pacific,Tokyo,80,0.04
47.245.126.151,2086,2086,false,SIN,Asia Pacific,Singapore,5,0.04
47.245.52.197,8080,0,false,NRT,Asia Pacific,Tokyo,76,0.04
47.245.98.118,80,0,false,SIN,Asia Pacific,Singapore,5,0.04
47.74.53.112,2082,0,false,NRT,Asia Pacific,Tokyo,75,0.04
47.74.54.182,2082,0,false,NRT,Asia Pacific,Tokyo,81,0.04
47.91.1.38,2095,0,false,NRT,Asia Pacific,Tokyo,95,0.04
47.245.37.56,8880,0,false,NRT,Asia Pacific,Tokyo,158,0.04
47.74.6.157,2082,0,false,NRT,Asia Pacific,Tokyo,76,0.04
8.219.123.11,2087,0,true,SIN,Asia Pacific,Singapore,56,0.04
8.219.56.244,2087,0,true,SIN,Asia Pacific,Singapore,64,0.04
47.245.52.197,2052,0,false,NRT,Asia Pacific,Tokyo,80,0.04
47.245.37.56,8080,0,false,NRT,Asia Pacific,Tokyo,82,0.04
47.245.59.167,2082,0,false,NRT,Asia Pacific,Tokyo,83,0.04
47.91.1.38,80,0,false,NRT,Asia Pacific,Tokyo,95,0.04
47.74.6.157,2086,0,false,NRT,Asia Pacific,Tokyo,87,0.04
47.243.52.190,80,0,false,HKG,Asia Pacific,Hong Kong,42,0.04
47.245.52.197,2082,0,false,NRT,Asia Pacific,Tokyo,106,0.04
8.219.153.253,2053,0,true,SIN,Asia Pacific,Singapore,63,0.04
47.245.55.202,8880,0,false,NRT,Asia Pacific,Tokyo,82,0.04
8.222.156.205,8443,0,true,SIN,Asia Pacific,Singapore,66,0.04
8.219.110.248,2095,0,false,SIN,Asia Pacific,Singapore,11,0.04
8.219.51.227,8080,0,false,SIN,Asia Pacific,Singapore,20,0.04
161.117.250.139,80,0,false,SIN,Asia Pacific,Singapore,4,0.04
8.219.102.123,2095,0,false,SIN,Asia Pacific,Singapore,6,0.04
8.219.51.227,2095,0,false,SIN,Asia Pacific,Singapore,4,0.04
47.74.54.182,8880,0,false,NRT,Asia Pacific,Tokyo,75,0.04
8.219.123.11,8443,0,true,SIN,Asia Pacific,Singapore,47,0.04
8.219.110.248,443,0,true,SIN,Asia Pacific,Singapore,85,0.04
8.219.56.244,2083,0,true,SIN,Asia Pacific,Singapore,47,0.04
47.57.14.118,443,443,true,SJC,North America,San Jose,100,0.04
47.245.52.197,8080,0,false,NRT,Asia Pacific,Tokyo,79,0.04
8.222.212.255,2053,0,true,SIN,Asia Pacific,Singapore,66,0.04
47.74.43.143,2082,0,false,NRT,Asia Pacific,Tokyo,72,0.04
8.219.110.248,443,0,true,SIN,Asia Pacific,Singapore,72,0.04
8.219.56.244,8880,0,false,SIN,Asia Pacific,Singapore,21,0.04
47.243.30.113,80,0,false,SIN,Asia Pacific,Singapore,42,0.04
8.219.51.227,2083,0,true,SIN,Asia Pacific,Singapore,22,0.04
8.217.164.10,2095,2095,false,HKG,Asia Pacific,Hong Kong,59,0.04
47.245.12.189,8880,0,false,NRT,Asia Pacific,Tokyo,87,0.04
8.222.156.205,80,0,false,SIN,Asia Pacific,Singapore,11,0.03
8.219.110.248,2083,0,true,SIN,Asia Pacific,Singapore,46,0.03
8.219.153.253,8443,0,true,SIN,Asia Pacific,Singapore,36,0.03
8.222.199.55,2082,0,false,SIN,Asia Pacific,Singapore,29,0.03
149.129.8.215,80,80,false,SJC,North America,San Jose,142,0.03
8.219.199.70,443,0,true,SIN,Asia Pacific,Singapore,77,0.03
8.212.19.60,80,80,false,SJC,North America,San Jose,75,0.03
8.222.212.255,8080,0,false,SIN,Asia Pacific,Singapore,103,0.03
8.219.249.92,80,0,false,SIN,Asia Pacific,Singapore,2,0.03
47.236.28.170,2087,0,true,SIN,Asia Pacific,Singapore,88,0.03
8.219.123.11,2053,0,true,SIN,Asia Pacific,Singapore,57,0.03
8.219.110.248,2053,0,true,SIN,Asia Pacific,Singapore,90,0.03
8.219.102.123,2086,0,false,SIN,Asia Pacific,Singapore,4,0.03
8.222.212.255,443,0,true,SIN,Asia Pacific,Singapore,101,0.03
47.245.37.56,2052,0,false,NRT,Asia Pacific,Tokyo,72,0.03
8.218.56.91,80,0,false,HKG,Asia Pacific,Hong Kong,58,0.03
8.222.199.55,2086,0,false,SIN,Asia Pacific,Singapore,15,0.03
47.74.43.143,2053,0,true,NRT,Asia Pacific,Tokyo,73,0.03
47.91.22.66,2083,0,true,NRT,Asia Pacific,Tokyo,95,0.03
47.74.43.143,2083,0,true,NRT,Asia Pacific,Tokyo,122,0.03
47.74.6.55,8443,0,true,NRT,Asia Pacific,Tokyo,147,0.03
47.74.54.182,2096,0,true,NRT,Asia Pacific,Tokyo,98,0.03
47.245.14.74,8443,0,true,NRT,Asia Pacific,Tokyo,139,0.03
47.74.43.143,2087,0,true,NRT,Asia Pacific,Tokyo,99,0.03
47.245.12.189,8443,0,true,NRT,Asia Pacific,Tokyo,197,0.03
47.91.22.66,2087,0,true,NRT,Asia Pacific,Tokyo,74,0.03
47.245.14.74,2087,0,true,NRT,Asia Pacific,Tokyo,130,0.03
8.222.145.43,2096,0,true,SIN,Asia Pacific,Singapore,90,0.03
47.245.37.56,8443,0,true,NRT,Asia Pacific,Tokyo,98,0.03
47.74.53.112,2053,0,true,NRT,Asia Pacific,Tokyo,204,0.03
47.245.12.189,2083,0,true,NRT,Asia Pacific,Tokyo,227,0.03
47.74.6.55,2096,0,true,NRT,Asia Pacific,Tokyo,143,0.03
47.91.1.38,2083,0,true,NRT,Asia Pacific,Tokyo,102,0.03
47.91.22.66,8443,0,true,NRT,Asia Pacific,Tokyo,73,0.03
47.243.179.249,2083,0,true,SIN,Asia Pacific,Singapore,109,0.03
47.74.54.182,8443,0,true,NRT,Asia Pacific,Tokyo,195,0.03
47.74.6.55,2083,0,true,NRT,Asia Pacific,Tokyo,144,0.03
47.245.55.202,8443,0,true,NRT,Asia Pacific,Tokyo,187,0.03
47.245.37.56,8443,0,true,NRT,Asia Pacific,Tokyo,223,0.03
47.245.14.74,2083,0,true,NRT,Asia Pacific,Tokyo,161,0.03
47.245.37.56,2053,0,true,NRT,Asia Pacific,Tokyo,114,0.03
47.91.1.38,8443,0,true,NRT,Asia Pacific,Tokyo,92,0.03
47.245.37.56,2096,0,true,NRT,Asia Pacific,Tokyo,123,0.03
8.217.3.165,80,0,false,SIN,Asia Pacific,Singapore,48,0.03
47.91.22.66,2096,0,true,NRT,Asia Pacific,Tokyo,89,0.03
47.74.6.55,2053,0,true,NRT,Asia Pacific,Tokyo,239,0.03
47.74.53.112,2087,0,true,NRT,Asia Pacific,Tokyo,116,0.03
47.74.53.112,2083,0,true,NRT,Asia Pacific,Tokyo,142,0.03
47.74.53.112,2096,0,true,NRT,Asia Pacific,Tokyo,74,0.03
47.245.39.116,2096,0,true,NRT,Asia Pacific,Tokyo,100,0.03
47.245.12.189,2087,0,true,NRT,Asia Pacific,Tokyo,219,0.03
47.245.52.197,2087,0,true,NRT,Asia Pacific,Tokyo,172,0.03
47.91.1.94,2053,0,true,NRT,Asia Pacific,Tokyo,94,0.03
47.74.53.112,2096,0,true,NRT,Asia Pacific,Tokyo,90,0.03
47.74.43.143,2096,0,true,NRT,Asia Pacific,Tokyo,80,0.03
47.245.59.167,2053,0,true,NRT,Asia Pacific,Tokyo,309,0.03
8.222.171.236,2053,0,true,SIN,Asia Pacific,Singapore,93,0.03
47.245.39.116,2083,0,true,NRT,Asia Pacific,Tokyo,162,0.03
47.74.6.157,2083,0,true,NRT,Asia Pacific,Tokyo,124,0.03
47.245.37.56,2053,0,true,NRT,Asia Pacific,Tokyo,87,0.03
47.245.39.116,2096,0,true,NRT,Asia Pacific,Tokyo,253,0.02
47.245.52.197,2096,0,true,NRT,Asia Pacific,Tokyo,159,0.02
47.74.43.143,2087,0,true,NRT,Asia Pacific,Tokyo,86,0.02
47.74.54.182,2096,0,true,NRT,Asia Pacific,Tokyo,400,0.02
47.74.43.143,8443,0,true,NRT,Asia Pacific,Tokyo,99,0.02
47.245.31.153,2096,0,true,NRT,Asia Pacific,Tokyo,190,0.02
47.245.39.116,2053,0,true,NRT,Asia Pacific,Tokyo,172,0.02
47.245.39.116,2087,0,true,NRT,Asia Pacific,Tokyo,126,0.02
47.74.53.112,8443,0,true,NRT,Asia Pacific,Tokyo,73,0.02
47.91.1.94,8443,0,true,NRT,Asia Pacific,Tokyo,84,0.02
47.91.22.66,2087,0,true,NRT,Asia Pacific,Tokyo,80,0.02
47.245.55.202,2087,0,true,NRT,Asia Pacific,Tokyo,189,0.02
47.74.6.157,8443,0,true,NRT,Asia Pacific,Tokyo,155,0.02
47.245.37.56,2087,0,true,NRT,Asia Pacific,Tokyo,311,0.02
47.245.37.56,2083,0,true,NRT,Asia Pacific,Tokyo,145,0.02
47.91.22.66,2053,0,true,NRT,Asia Pacific,Tokyo,130,0.02
47.74.54.182,2053,0,true,NRT,Asia Pacific,Tokyo,103,0.02
47.245.59.167,2096,0,true,NRT,Asia Pacific,Tokyo,236,0.02
47.91.22.66,8443,0,true,NRT,Asia Pacific,Tokyo,117,0.02
47.74.53.112,8443,0,true,NRT,Asia Pacific,Tokyo,204,0.02
47.245.31.153,8443,0,true,NRT,Asia Pacific,Tokyo,153,0.02
47.74.53.112,2083,0,true,NRT,Asia Pacific,Tokyo,238,0.02
47.245.31.153,2053,0,true,NRT,Asia Pacific,Tokyo,378,0.02
47.74.43.143,2096,0,true,NRT,Asia Pacific,Tokyo,70,0.02
47.245.37.56,2083,0,true,NRT,Asia Pacific,Tokyo,249,0.02
47.74.43.143,2053,0,true,NRT,Asia Pacific,Tokyo,114,0.02
47.245.37.56,2087,0,true,NRT,Asia Pacific,Tokyo,118,0.02
8.217.3.165,80,0,false,HKG,Asia Pacific,Hong Kong,36,0.02
47.74.54.182,2053,0,true,NRT,Asia Pacific,Tokyo,155,0.02
47.245.12.189,2096,0,true,NRT,Asia Pacific,Tokyo,149,0.02
47.245.14.74,2096,0,true,NRT,Asia Pacific,Tokyo,182,0.02
47.245.55.202,2096,0,true,NRT,Asia Pacific,Tokyo,160,0.02
47.91.1.38,2096,0,true,NRT,Asia Pacific,Tokyo,93,0.02
47.245.39.116,8443,0,true,NRT,Asia Pacific,Tokyo,104,0.02
47.91.1.38,2087,0,true,NRT,Asia Pacific,Tokyo,101,0.02
47.245.52.197,8443,0,true,NRT,Asia Pacific,Tokyo,183,0.02
47.74.6.157,2087,0,true,NRT,Asia Pacific,Tokyo,124,0.02
8.222.156.205,2096,0,true,SIN,Asia Pacific,Singapore,64,0.02
47.245.59.167,8443,0,true,NRT,Asia Pacific,Tokyo,169,0.02
47.245.39.116,8443,0,true,NRT,Asia Pacific,Tokyo,146,0.02
47.245.37.56,2082,0,false,NRT,Asia Pacific,Tokyo,77,0.02
47.57.14.118,80,80,false,SJC,North America,San Jose,67,0.02
47.74.43.143,2083,0,true,NRT,Asia Pacific,Tokyo,80,0.02
47.245.52.197,2083,0,true,NRT,Asia Pacific,Tokyo,266,0.02
8.219.251.207,2083,0,true,SIN,Asia Pacific,Singapore,2,0.02
47.245.31.153,2083,0,true,NRT,Asia Pacific,Tokyo,220,0.02
47.245.37.56,2096,0,true,NRT,Asia Pacific,Tokyo,134,0.02
8.219.153.253,8443,0,true,SIN,Asia Pacific,Singapore,100,0.02
47.74.53.112,2087,0,true,NRT,Asia Pacific,Tokyo,91,0.02
47.74.6.157,2053,0,true,NRT,Asia Pacific,Tokyo,93,0.02
47.245.55.202,2053,0,true,NRT,Asia Pacific,Tokyo,143,0.02
47.245.39.116,2083,0,true,NRT,Asia Pacific,Tokyo,141,0.02
47.91.1.94,2083,0,true,NRT,Asia Pacific,Tokyo,120,0.02
8.222.156.205,2087,0,true,SIN,Asia Pacific,Singapore,130,0.02
47.74.6.157,2096,0,true,NRT,Asia Pacific,Tokyo,76,0.02
47.243.179.249,8443,0,true,SIN,Asia Pacific,Singapore,108,0.02
47.245.14.74,2053,0,true,NRT,Asia Pacific,Tokyo,166,0.02
47.91.22.66,8880,0,false,NRT,Asia Pacific,Tokyo,88,0.02
47.245.39.116,2053,0,true,NRT,Asia Pacific,Tokyo,146,0.02
47.245.59.167,2087,0,true,NRT,Asia Pacific,Tokyo,181,0.02
8.219.102.123,2083,0,true,SIN,Asia Pacific,Singapore,79,0.02
47.91.1.94,2087,0,true,NRT,Asia Pacific,Tokyo,92,0.02
8.222.212.255,2087,0,true,SIN,Asia Pacific,Singapore,124,0.02
47.245.52.197,2087,0,true,NRT,Asia Pacific,Tokyo,149,0.02
47.245.39.116,2087,0,true,NRT,Asia Pacific,Tokyo,362,0.02
47.91.1.38,2053,0,true,NRT,Asia Pacific,Tokyo,339,0.02
47.245.52.197,2096,0,true,NRT,Asia Pacific,Tokyo,131,0.02
47.74.6.157,2082,0,false,NRT,Asia Pacific,Tokyo,81,0.02
47.236.99.59,2053,0,true,SIN,Asia Pacific,Singapore,68,0.02
47.245.31.153,2087,0,true,NRT,Asia Pacific,Tokyo,140,0.02
8.219.123.11,2087,0,true,SIN,Asia Pacific,Singapore,81,0.02
8.222.171.236,8443,0,true,SIN,Asia Pacific,Singapore,66,0.02
47.245.52.197,2053,0,true,NRT,Asia Pacific,Tokyo,173,0.02
47.245.55.202,2083,0,true,NRT,Asia Pacific,Tokyo,150,0.02
47.74.6.55,2087,0,true,NRT,Asia Pacific,Tokyo,98,0.02
8.222.171.236,2096,0,true,SIN,Asia Pacific,Singapore,69,0.02
8.219.239.79,8443,0,true,SIN,Asia Pacific,Singapore,3,0.02
47.245.12.126,2082,2082,false,SIN,Asia Pacific,Singapore,164,0.02
47.236.28.170,2053,0,true,SIN,Asia Pacific,Singapore,72,0.02
47.245.59.167,2053,0,true,NRT,Asia Pacific,Tokyo,155,0.02
47.89.17.122,80,0,false,DEN,North America,Denver,41,0.02
8.222.156.205,2096,0,true,SIN,Asia Pacific,Singapore,70,0.02
47.245.59.167,2096,0,true,NRT,Asia Pacific,Tokyo,114,0.02
47.245.55.202,2096,0,true,NRT,Asia Pacific,Tokyo,139,0.02
47.245.115.6,2087,2087,true,SIN,Asia Pacific,Singapore,40,0.02
8.219.110.248,2096,0,true,SIN,Asia Pacific,Singapore,92,0.02
8.222.212.255,8443,0,true,SIN,Asia Pacific,Singapore,98,0.02
8.222.145.43,2096,0,true,SIN,Asia Pacific,Singapore,66,0.02
8.219.56.244,8443,0,true,SIN,Asia Pacific,Singapore,96,0.02
47.245.55.202,8443,0,true,NRT,Asia Pacific,Tokyo,139,0.02
8.219.51.227,2053,0,true,SIN,Asia Pacific,Singapore,85,0.02
47.245.52.197,2083,0,true,NRT,Asia Pacific,Tokyo,182,0.02
8.212.12.98,80,80,false,HKG,Asia Pacific,Hong Kong,34,0.02
47.245.14.74,2082,0,false,NRT,Asia Pacific,Tokyo,83,0.02
8.219.123.11,2083,0,true,SIN,Asia Pacific,Singapore,63,0.02
47.245.55.202,2083,0,true,NRT,Asia Pacific,Tokyo,163,0.02
8.219.110.248,2087,0,true,SIN,Asia Pacific,Singapore,58,0.02
8.222.199.55,2053,0,true,SIN,Asia Pacific,Singapore,87,0.02
47.245.59.167,8443,0,true,NRT,Asia Pacific,Tokyo,152,0.02
8.222.199.55,2096,0,true,SIN,Asia Pacific,Singapore,134,0.02
8.219.56.244,2053,0,true,SIN,Asia Pacific,Singapore,66,0.02
47.74.54.182,8080,0,false,NRT,Asia Pacific,Tokyo,75,0.02
47.245.52.197,2053,0,true,NRT,Asia Pacific,Tokyo,145,0.02
8.222.156.205,2087,0,true,SIN,Asia Pacific,Singapore,103,0.02
8.219.102.123,2053,0,true,SIN,Asia Pacific,Singapore,68,0.02
47.245.59.167,2052,0,false,NRT,Asia Pacific,Tokyo,86,0.02
8.219.153.253,2083,0,true,SIN,Asia Pacific,Singapore,8,0.02
8.222.145.43,2083,0,true,SIN,Asia Pacific,Singapore,106,0.02
47.236.99.59,8443,0,true,SIN,Asia Pacific,Singapore,77,0.02
8.219.153.253,2096,0,true,SIN,Asia Pacific,Singapore,111,0.02
47.245.55.202,2087,0,true,NRT,Asia Pacific,Tokyo,172,0.02
8.219.110.248,2096,0,true,SIN,Asia Pacific,Singapore,114,0.02
47.74.53.112,8080,0,false,NRT,Asia Pacific,Tokyo,88,0.02
8.222.171.236,2087,0,true,SIN,Asia Pacific,Singapore,68,0.02
8.219.51.227,2083,0,true,SIN,Asia Pacific,Singapore,110,0.01
8.219.51.227,8443,0,true,SIN,Asia Pacific,Singapore,76,0.01
8.219.102.123,2095,0,false,SIN,Asia Pacific,Singapore,5,0.01
8.219.123.11,2096,0,true,SIN,Asia Pacific,Singapore,47,0.01
8.219.123.11,8443,0,true,SIN,Asia Pacific,Singapore,63,0.01
47.56.108.50,80,0,false,DEN,North America,Denver,35,0.01
8.222.156.205,2053,0,true,SIN,Asia Pacific,Singapore,126,0.01
8.222.199.55,2083,0,true,SIN,Asia Pacific,Singapore,173,0.01
47.245.55.202,2053,0,true,NRT,Asia Pacific,Tokyo,165,0.01
8.219.110.248,2087,0,true,SIN,Asia Pacific,Singapore,66,0.01
8.219.51.227,2096,0,true,SIN,Asia Pacific,Singapore,46,0.01
8.218.249.130,80,0,false,DEN,North America,Denver,55,0.01
47.52.153.106,80,0,false,DEN,North America,Denver,32,0.01
8.219.110.248,2053,0,true,SIN,Asia Pacific,Singapore,173,0.01
8.219.102.123,2096,0,true,SIN,Asia Pacific,Singapore,83,0.01
8.219.102.123,2053,0,true,SIN,Asia Pacific,Singapore,80,0.01
8.219.102.123,2083,0,true,SIN,Asia Pacific,Singapore,66,0.01
8.222.145.43,2087,0,true,SIN,Asia Pacific,Singapore,55,0.01
8.219.56.244,2096,0,true,SIN,Asia Pacific,Singapore,113,0.01
47.236.146.15,80,0,false,SIN,Asia Pacific,Singapore,17,0.01
47.74.43.143,8443,0,true,NRT,Asia Pacific,Tokyo,75,0.01
47.245.52.197,8443,0,true,NRT,Asia Pacific,Tokyo,124,0.01
8.219.200.178,2087,0,true,SIN,Asia Pacific,Singapore,12,0.01
8.219.239.79,2083,0,true,SIN,Asia Pacific,Singapore,43,0.01
47.74.6.157,2096,0,true,NRT,Asia Pacific,Tokyo,146,0.01
47.245.12.189,2053,0,true,NRT,Asia Pacific,Tokyo,154,0.01
47.74.54.182,2087,0,true,NRT,Asia Pacific,Tokyo,153,0.01
47.245.59.167,2083,0,true,NRT,Asia Pacific,Tokyo,124,0.01
47.91.1.94,2096,0,true,NRT,Asia Pacific,Tokyo,98,0.01
47.245.59.167,2083,0,true,NRT,Asia Pacific,Tokyo,166,0.01
47.242.68.32,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.01
8.217.150.123,80,0,false,SIN,Asia Pacific,Singapore,36,0.01
47.52.153.106,80,0,false,DEN,North America,Denver,39,0.01
47.57.9.17,80,0,false,HKG,Asia Pacific,Hong Kong,67,0.01
47.242.171.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,82,0.00
47.245.115.6,2083,2083,true,SIN,Asia Pacific,Singapore,76,0.00
47.242.68.32,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
